,도서관명,시도명,시군구명,열람좌석수,자료수,위도,경도,도서관유형,건물면적,좌표
226,성동구립청계도서관,서울특별시,성동구,209,50359,37.567873934,127.0255270951,공공도서관,1189.55,"37.567873934, 127.0255270951"
227,성동구립성수도서관,서울특별시,성동구,212,53180,37.5454289206,127.0469470775,공공도서관,9726.0,"37.5454289206, 127.0469470775"
228,성동구립무지개도서관,서울특별시,성동구,148,45165,37.56342359,127.03696635870001,공공도서관,469.0,"37.56342359, 127.03696635870001"
229,성동구립용답도서관,서울특별시,성동구,217,86958,37.5666999281,127.05131399999999,공공도서관,1482.0,"37.5666999281, 127.05131399999999"
230,성동구립금호도서관,서울특별시,성동구,204,92738,37.554128462600005,127.0248931731,공공도서관,1517.0,"37.554128462600005, 127.0248931731"
231,성동구립도서관,서울특별시,성동구,542,237775,37.559178705,127.03495872959999,공공도서관,5692.0,"37.559178705, 127.03495872959999"
232,성동자활센터푸른하늘공부방청소년작은도서관,서울특별시,성동구,30,1804,37.546026,127.01952,공공도서관,125.0,"37.546026, 127.01952"
233,평강마을도서관,서울특별시,광진구,50,5317,37.5315743763,127.0760916014,작은도서관,235.71,"37.5315743763, 127.0760916014"
234,푸른꿈도서관,서울특별시,광진구,20,1700,37.5443638879,127.0880267748,작은도서관,94.29,"37.5443638879, 127.0880267748"
235,광장현대파크빌도서관,서울특별시,광진구,17,2921,37.5433581622,127.1017445096,작은도서관,80.14,"37.5433581622, 127.1017445096"
236,중곡교회작은도서관,서울특별시,광진구,12,2628,37.5569649607,127.09078497280001,작은도서관,56.57,"37.5569649607, 127.09078497280001"
237,아름드리작은도서관,서울특별시,광진구,20,6566,37.550536952,127.0979156802,작은도서관,94.29,"37.550536952, 127.0979156802"
238,어린이도서관주영심나무,서울특별시,광진구,50,3000,37.5562458875,127.0835680922,작은도서관,235.71,"37.5562458875, 127.0835680922"
239,아차산아래작은도서관놀자,서울특별시,광진구,35,7192,37.553855445,127.0944524651,작은도서관,165.0,"37.553855445, 127.0944524651"
240,하람도서관,서울특별시,광진구,12,2003,37.5621277199,127.088346475,작은도서관,56.57,"37.5621277199, 127.088346475"
241,운룡도서관,서울특별시,광진구,18,15007,37.554198183800004,127.0893601832,작은도서관,84.86,"37.554198183800004, 127.0893601832"
242,더바움문화예술작은도서관,서울특별시,광진구,12,3316,37.5414145366,127.0897296411,작은도서관,56.57,"37.5414145366, 127.0897296411"
243,성신비전스쿨도서관,서울특별시,광진구,20,3434,37.546460995,127.0666556281,작은도서관,94.29,"37.546460995, 127.0666556281"
244,이룸도서관,서울특별시,광진구,8,3006,37.557987296,127.0875991442,작은도서관,37.71,"37.557987296, 127.0875991442"
245,사람아이앤지작은도서관,서울특별시,광진구,40,4803,37.5499364826,127.0916862939,작은도서관,188.57,"37.5499364826, 127.0916862939"
246,샘터작은도서관,서울특별시,광진구,25,10310,37.5651522013,127.0873539922,작은도서관,117.86,"37.5651522013, 127.0873539922"
247,국제문학작은도서관,서울특별시,광진구,8,2504,37.550128127,127.0696600373,작은도서관,37.71,"37.550128127, 127.0696600373"
248,사하라작은도서관,서울특별시,광진구,20,1202,37.547611061,127.1056385177,작은도서관,94.29,"37.547611061, 127.1056385177"
249,광장동새마을작은도서관,서울특별시,광진구,15,4641,37.5468817706,127.1030121682,작은도서관,70.71,"37.5468817706, 127.1030121682"
250,자양1동새마을작은도서관,서울특별시,광진구,6,6413,37.5344965979,127.0823942981,작은도서관,28.29,"37.5344965979, 127.0823942981"
251,자양2동새마을작은도서관,서울특별시,광진구,17,9626,37.5288008634,127.0843882252,작은도서관,80.14,"37.5288008634, 127.0843882252"
252,자양3동새마을작은도서관,서울특별시,광진구,20,8405,37.5338324938,127.0729033288,작은도서관,94.29,"37.5338324938, 127.0729033288"
253,자양4동새마을작은도서관,서울특별시,광진구,12,4345,37.5402629812,127.065111265,작은도서관,56.57,"37.5402629812, 127.065111265"
254,화양동새마을작은도서관,서울특별시,광진구,10,9031,37.546537559099995,127.0713178828,작은도서관,47.14,"37.546537559099995, 127.0713178828"
255,군자동새마을작은도서관,서울특별시,광진구,10,5646,37.5551590639,127.0758892294,작은도서관,47.14,"37.5551590639, 127.0758892294"
256,자양전통시장작은도서관,서울특별시,광진구,20,1430,37.534383462,127.0791900066,작은도서관,94.29,"37.534383462, 127.0791900066"
257,날마다자라는나무,서울특별시,광진구,12,11236,37.5313871777,127.07576557670001,작은도서관,56.57,"37.5313871777, 127.07576557670001"
258,새빛작은도서관,서울특별시,광진구,30,8823,37.536323923299996,127.08225600950001,작은도서관,141.43,"37.536323923299996, 127.08225600950001"
259,예드림작은도서관,서울특별시,광진구,50,8250,37.543414391199995,127.0902072894,작은도서관,235.71,"37.543414391199995, 127.0902072894"
260,홍은도담도서관,서울특별시,서대문구,65,50196,37.601701,126.94895436350001,공공도서관,682.77,"37.601701, 126.94895436350001"
261,알음알음작은도서관,서울특별시,서대문구,30,14735,37.562901000000004,126.9623774124,작은도서관,106.0,"37.562901000000004, 126.9623774124"
262,하늘샘작은도서관,서울특별시,서대문구,18,7021,37.5696038711,126.9613145543,작은도서관,165.0,"37.5696038711, 126.9613145543"
263,북아현마을 북카페,서울특별시,서대문구,35,7592,37.559456,126.9570370835,작은도서관,90.0,"37.559456, 126.9570370835"
264,아이누리작은도서관,서울특별시,서대문구,39,12920,37.5693016535,126.9308744982,작은도서관,160.0,"37.5693016535, 126.9308744982"
265,햇살작은도서관,서울특별시,서대문구,25,8104,37.5932353499,126.9439055833,작은도서관,80.0,"37.5932353499, 126.9439055833"
266,행복작은도서관,서울특별시,서대문구,25,8575,37.5801082537,126.9341521459,작은도서관,91.0,"37.5801082537, 126.9341521459"
267,논골작은도서관,서울특별시,서대문구,80,5428,37.5693016535,126.9308744982,작은도서관,223.0,"37.5693016535, 126.9308744982"
268,새싹작은도서관,서울특별시,서대문구,40,13478,37.5831643081,126.94841005200001,작은도서관,125.0,"37.5831643081, 126.94841005200001"
269,꿈이있는작은도서관,서울특별시,서대문구,26,8312,37.5861055644,126.94936812569999,작은도서관,85.0,"37.5861055644, 126.94936812569999"
270,문화촌어린이도서관,서울특별시,서대문구,35,14766,37.593746,126.94969357040002,작은도서관,128.0,"37.593746, 126.94969357040002"
271,파랑새작은도서관,서울특별시,서대문구,48,8808,37.5732734312,126.91978172549999,작은도서관,124.0,"37.5732734312, 126.91978172549999"
272,늘푸른열린작은도서관,서울특별시,서대문구,23,6547,37.5743692999,126.9101357434,작은도서관,84.0,"37.5743692999, 126.9101357434"
273,가슴따뜻한작은도서관,서울특별시,서대문구,18,5485,37.581453,126.9111777976,작은도서관,16.0,"37.581453, 126.9111777976"
274,이팝꽃향기작은도서관,서울특별시,서대문구,6,2434,37.5837366469,126.910948698,작은도서관,18.0,"37.5837366469, 126.910948698"
275,파랑새작은도서관,서울특별시,노원구　,36,0,37.6574839423,127.06786537100001,작은도서관,169.71,"37.6574839423, 127.06786537100001"
276,이진아기념도서관,서울특별시,서대문구,238,172774,37.5729535429,126.955548686,공공도서관,2765.0,"37.5729535429, 126.955548686"
277,남가좌새롬어린이도서관,서울특별시,서대문구,75,65812,37.5783398402,126.9240464952,공공도서관,674.58,"37.5783398402, 126.9240464952"
278,책누리작은도서관,서울특별시,노원구　,25,0,37.6478031949,127.08028476700001,작은도서관,117.86,"37.6478031949, 127.08028476700001"
279,책사랑북카페,서울특별시,노원구　,46,0,37.6525478478,127.0774749928,작은도서관,216.86,"37.6525478478, 127.0774749928"
280,하늘작은도서관,서울특별시,노원구　,38,0,37.6421306904,127.06873064610001,작은도서관,179.14,"37.6421306904, 127.06873064610001"
281,중계사랑북카페,서울특별시,노원구　,30,0,37.6587642944,127.07797557090001,작은도서관,141.43,"37.6587642944, 127.07797557090001"
282,푸른숲작은도서관,서울특별시,노원구　,6,0,37.6799286708,127.05496252379999,작은도서관,28.29,"37.6799286708, 127.05496252379999"
283,열린작은도서관,서울특별시,노원구　,4,0,37.6320437141,127.0679509873,작은도서관,18.86,"37.6320437141, 127.0679509873"
284,월계문화정보도서관,서울특별시,노원구　,511,139981,37.628636998699996,127.0561210123,공공도서관,1962.0,"37.628636998699996, 127.0561210123"
285,상계문화정보도서관,서울특별시,노원구　,467,88614,37.678528117199996,127.0519415788,공공도서관,2366.0,"37.678528117199996, 127.0519415788"
286,불암도서관,서울특별시,노원구　,410,33914,37.661100289699995,127.06500812450001,공공도서관,1844.4,"37.661100289699995, 127.06500812450001"
287,화랑도서관,서울특별시,노원구　,274,62513,37.6215213438,127.0830475523,공공도서관,937.0,"37.6215213438, 127.0830475523"
288,한내도서관,서울특별시,노원구　,120,14853,37.6235883764,127.0687815367,공공도서관,359.37,"37.6235883764, 127.0687815367"
289,향기나무도서관,서울특별시,노원구　,140,12690,37.6235883764,127.0687815367,공공도서관,920.0,"37.6235883764, 127.0687815367"
290,공릉도서관,서울특별시,노원구　,112,20429,37.6235883764,127.0687815367,공공도서관,691.0,"37.6235883764, 127.0687815367"
291,월계어린이도서관,서울특별시,노원구　,80,14748,37.6235883764,127.0687815367,공공도서관,2344.12,"37.6235883764, 127.0687815367"
292,꿈꾸는작은도서관,서울특별시,노원구　,14,0,37.6199913215,127.0628835944,작은도서관,66.0,"37.6199913215, 127.0628835944"
293,달내작은도서관,서울특별시,노원구　,18,0,37.632510053800004,127.0507811632,작은도서관,84.86,"37.632510053800004, 127.0507811632"
294,도란도란작은도서관,서울특별시,노원구　,18,0,37.6247782832,127.0737487566,작은도서관,84.86,"37.6247782832, 127.0737487566"
295,책이랑친구랑작은도서관,서울특별시,노원구　,8,0,37.621286854000004,127.08337804879999,작은도서관,37.71,"37.621286854000004, 127.08337804879999"
296,가재울작은도서관,서울특별시,노원구　,15,0,37.6405606854,127.0725588183,작은도서관,70.71,"37.6405606854, 127.0725588183"
297,노원정보도서관,서울특별시,노원구　,847,178955,37.661100289699995,127.06500812450001,공공도서관,6526.0,"37.661100289699995, 127.06500812450001"
298,노원어린이도서관,서울특별시,노원구　,380,119203,37.657950851500004,127.0763790514,공공도서관,1361.88,"37.657950851500004, 127.0763790514"
299,서울특별시교육청송파도서관,서울특별시,송파구,1044,235927,37.49993098,127.1348112,공공도서관,8259.7,"37.49993098, 127.1348112"
300,목화마을공립작은도서관,서울특별시,영등포구,24,7770,37.5189805683,126.88627997,작은도서관,110.0,"37.5189805683, 126.88627997"
301,대림3동공립작은도서관,서울특별시,영등포구,19,10135,37.498301,126.8980361789,작은도서관,66.0,"37.498301, 126.8980361789"
302,대림2동공립작은도서관,서울특별시,영등포구,16,10520,37.492739810799996,126.8982518231,작은도서관,34.0,"37.492739810799996, 126.8982518231"
303,대림1동공립작은도서관,서울특별시,영등포구,24,12651,37.4953953486,126.90620019139999,작은도서관,130.0,"37.4953953486, 126.90620019139999"
304,신길7동공립작은도서관,서울특별시,영등포구,18,7998,37.506384999999995,126.9215136423,작은도서관,39.0,"37.506384999999995, 126.9215136423"
305,신길6동공립작은도서관,서울특별시,영등포구,30,11365,37.4992023763,126.91242886110001,작은도서관,96.0,"37.4992023763, 126.91242886110001"
306,신길5동공립작은도서관,서울특별시,영등포구,14,8822,37.501614000000004,126.905219788,작은도서관,66.0,"37.501614000000004, 126.905219788"
307,신길4동공립작은도서관,서울특별시,영등포구,10,7866,37.508428,126.9112779842,작은도서관,36.0,"37.508428, 126.9112779842"
308,신길3동공립작은도서관,서울특별시,영등포구,12,7045,37.507284999999996,126.90775061379999,작은도서관,40.0,"37.507284999999996, 126.90775061379999"
309,신길1동공립작은도서관,서울특별시,영등포구,25,13140,37.511134999999996,126.92144077469999,작은도서관,97.0,"37.511134999999996, 126.92144077469999"
310,양평2동공립작은도서관,서울특별시,영등포구,6,5591,37.5364996477,126.89403772450001,작은도서관,36.0,"37.5364996477, 126.89403772450001"
311,양평1동공립작은도서관,서울특별시,영등포구,8,6351,37.523615,126.8882276932,작은도서관,34.0,"37.523615, 126.8882276932"
312,문래동공립작은도서관,서울특별시,영등포구,50,5760,37.5155327039,126.89135718899999,작은도서관,80.0,"37.5155327039, 126.89135718899999"
313,문래정보문화도서관,서울특별시,영등포구,225,69774,37.5168549495,126.8908937629,공공도서관,1796.0,"37.5168549495, 126.8908937629"
314,대림정보문화도서관,서울특별시,영등포구,188,79216,37.5043176474,126.89607823950001,공공도서관,1946.0,"37.5043176474, 126.89607823950001"
315,도림동공립작은도서관,서울특별시,영등포구,30,9075,37.509966999999996,126.9080504209,작은도서관,74.0,"37.509966999999996, 126.9080504209"
316,당산2동공립작은도서관,서울특별시,영등포구,10,6686,37.534708199,126.9020869157,작은도서관,33.0,"37.534708199, 126.9020869157"
317,당산1동공립작은도서관,서울특별시,영등포구,22,5903,37.523058,126.8984640301,작은도서관,132.0,"37.523058, 126.8984640301"
318,여의동공립작은도서관,서울특별시,영등포구,20,9415,37.517658000000004,126.93461424659999,작은도서관,62.0,"37.517658000000004, 126.93461424659999"
319,영등포동공립작은도서관,서울특별시,영등포구,30,6564,37.5251004299,126.902701312,작은도서관,194.0,"37.5251004299, 126.902701312"
320,신길2동(분소)공립작은도서관,서울특별시,영등포구,8,10090,37.5136578488,126.9170766384,작은도서관,50.0,"37.5136578488, 126.9170766384"
321,영등포본동공립작은도서관,서울특별시,영등포구,8,7994,37.514649,126.90933868299999,작은도서관,65.0,"37.514649, 126.90933868299999"
322,영등포구지부공립작은도서관,서울특별시,영등포구,46,9825,37.526010082,126.90011174290001,작은도서관,128.0,"37.526010082, 126.90011174290001"
323,여의디지털도서관,서울특별시,영등포구,70,17164,37.5221796951,126.91991790889999,공공도서관,458.0,"37.5221796951, 126.91991790889999"
324,선유정보문화도서관,서울특별시,영등포구,204,75235,37.533330738400004,126.8929379628,공공도서관,2340.0,"37.533330738400004, 126.8929379628"
325,청운문학도서관,서울특별시,종로구,115,26823,37.5903786,126.9659189,공공도서관,744.8,"37.5903786, 126.9659189"
326,아름꿈도서관,서울특별시,종로구,97,24019,37.5726975,127.01711570000002,공공도서관,524.1,"37.5726975, 127.01711570000002"
327,어린이청소년국학도서관,서울특별시,종로구,80,11713,37.5886859,126.9955389,공공도서관,511.6,"37.5886859, 126.9955389"
328,작은도서관 삼봉서랑,서울특별시,종로구,67,14465,37.573197799999996,126.9788134,작은도서관,224.0,"37.573197799999996, 126.9788134"
329,삼청공원 숲속도서관,서울특별시,종로구,50,8493,37.5879786,126.98408540000001,작은도서관,206.3,"37.5879786, 126.98408540000001"
330,우리소리도서관,서울특별시,종로구,40,3903,37.574493100000005,126.99023290000001,작은도서관,587.8,"37.574493100000005, 126.99023290000001"
331,통인 어린이 작은도서관,서울특별시,종로구,50,16019,37.5804256,126.9705288,작은도서관,229.5,"37.5804256, 126.9705288"
332,도담도담 한옥도서관,서울특별시,종로구,30,7331,37.5769278,127.02183959999999,작은도서관,107.9,"37.5769278, 127.02183959999999"
333,청운효자동 북카페,서울특별시,종로구,41,7549,37.5840909,126.9706225,작은도서관,127.0,"37.5840909, 126.9706225"
334,꿈꾸는 평창동 작은도서관,서울특별시,종로구,13,6632,37.606373600000005,126.96836680000001,작은도서관,38.5,"37.606373600000005, 126.96836680000001"
335,무악다솜방,서울특별시,종로구,30,6167,37.5759998,126.95815959999999,작은도서관,43.2,"37.5759998, 126.95815959999999"
336,홍파랑 북카페,서울특별시,종로구,10,7098,37.5719142,126.9619608,작은도서관,34.3,"37.5719142, 126.9619608"
337,지혜만들기 작은도서관,서울특별시,종로구,16,7202,37.572060799999996,127.00503049999999,작은도서관,46.0,"37.572060799999996, 127.00503049999999"
338,이화마을 작은도서관,서울특별시,종로구,32,8731,37.5769802,127.00434709999999,작은도서관,90.0,"37.5769802, 127.00434709999999"
339,혜화마을 북카페,서울특별시,종로구,16,6144,37.5868552,127.00056609999999,작은도서관,47.2,"37.5868552, 127.00056609999999"
340,창이 작은도서관,서울특별시,종로구,22,6606,37.5744498,127.0108719,작은도서관,64.0,"37.5744498, 127.0108719"
341,숭인마루 작은도서관,서울특별시,종로구,18,6210,37.577822600000005,127.01562709999999,작은도서관,69.0,"37.577822600000005, 127.01562709999999"
342,개봉어린이도서관,서울특별시,구로구,77,33960,37.496705,126.85591200000002,공공도서관,492.0,"37.496705, 126.85591200000002"
343,하늘도서관,서울특별시,구로구,105,29002,37.48737567,126.8813483,공공도서관,521.0,"37.48737567, 126.8813483"
344,개봉도서관,서울특별시,구로구,74,21020,37.48952311,126.8579748,공공도서관,275.0,"37.48952311, 126.8579748"
345,글마루한옥어린이도서관,서울특별시,구로구,60,28499,37.50691506,126.84562700000001,공공도서관,441.0,"37.50691506, 126.84562700000001"
346,궁동어린이도서관,서울특별시,구로구,150,18885,37.502239,126.82926140000001,공공도서관,660.0,"37.502239, 126.82926140000001"
347,신도림어린이영어작은도서관,서울특별시,구로구,20,14461,37.50778089,126.88059299999999,공공도서관,107.0,"37.50778089, 126.88059299999999"
348,구로기적의도서관,서울특별시,구로구,41,17618,37.50673603,126.87731200000002,공공도서관,1210.0,"37.50673603, 126.87731200000002"
349,오류도서관,서울특별시,구로구,72,1500,37.49722308,126.84232279999999,공공도서관,306.49,"37.49722308, 126.84232279999999"
350,꿈나무도서관,서울특별시,구로구,87,68676,37.48987838,126.88655929999999,공공도서관,638.0,"37.48987838, 126.88655929999999"
351,꿈마을도서관,서울특별시,구로구,113,18648,37.487167,126.890156,공공도서관,476.0,"37.487167, 126.890156"
352,구로구립온누리도서관,서울특별시,구로구,68,29700,37.49746124,126.8865524,공공도서관,460.0,"37.49746124, 126.8865524"
353,나누리 작은도서관,서울특별시,금천구,30,8232,37.45310408,126.908929,작은도서관,100.0,"37.45310408, 126.908929"
354,마루한 작은도서관,서울특별시,금천구,30,1800,37.4525952686,126.9058063383,작은도서관,91.14,"37.4525952686, 126.9058063383"
355,금천구립독산도서관,서울특별시,금천구,408,123498,37.467565,126.9081069,공공도서관,2205.0,"37.467565, 126.9081069"
356,해오름작은도서관,서울특별시,금천구,24,8424,37.47022076,126.89704340000002,작은도서관,100.6,"37.47022076, 126.89704340000002"
357,참새작은도서관,서울특별시,금천구,12,5577,37.45738796,126.88654960000001,작은도서관,262.34,"37.45738796, 126.88654960000001"
358,미래향기작은도서관,서울특별시,금천구,31,2545,37.46611089,126.89973700000002,작은도서관,148.57,"37.46611089, 126.89973700000002"
359,청개구리작은도서관,서울특별시,금천구,33,10806,37.475136,126.90317309999999,작은도서관,104.98,"37.475136, 126.90317309999999"
360,꿈씨어린이작은도서관,서울특별시,금천구,50,16207,37.46755452,126.902133,작은도서관,215.6,"37.46755452, 126.902133"
361,맑은누리작은도서관,서울특별시,금천구,24,9514,37.453534000000005,126.9032507,작은도서관,99.0,"37.453534000000005, 126.9032507"
362,꿈꾸는작은도서관,서울특별시,금천구,10,6028,37.440257,126.90580349999999,작은도서관,299.25,"37.440257, 126.90580349999999"
363,도란도란작은도서관,서울특별시,금천구,14,9663,37.458965,126.906172,작은도서관,62.0,"37.458965, 126.906172"
364,책읽는주민사랑방작은도서관,서울특별시,금천구,10,3886,37.452373,126.9083063,작은도서관,33.0,"37.452373, 126.9083063"
365,책이든거리작은도서관,서울특별시,금천구,16,5091,37.46683555,126.88799966139999,작은도서관,45.3,"37.46683555, 126.88799966139999"
366,우리울 작은도서관,서울특별시,금천구,33,1300,37.46493455,126.894003,작은도서관,59.4,"37.46493455, 126.894003"
367,롯데캐슬1차 작은도서관,서울특별시,금천구,30,2500,37.46005722,126.89284359999999,작은도서관,76.39,"37.46005722, 126.89284359999999"
368,지혜의숲 작은도서관,서울특별시,금천구,16,9071,37.46181446,126.8992884,작은도서관,59.0,"37.46181446, 126.8992884"
369,책읽는마을 작은도서관,서울특별시,금천구,30,6573,37.46865174,126.904183,작은도서관,60.0,"37.46865174, 126.904183"
370,트리니티 작은도서관,서울특별시,금천구,12,1320,37.45717329,126.90023300000001,작은도서관,34.0,"37.45717329, 126.90023300000001"
371,산돌어린이도서관,서울특별시,금천구,180,1400,37.45760055,126.89837299999999,작은도서관,307.0,"37.45760055, 126.89837299999999"
372,소망의나무어린이 작은도서관,서울특별시,금천구,20,6579,37.45455245,126.90379640000002,작은도서관,111.35,"37.45455245, 126.90379640000002"
373,은행나무어린이도서관,서울특별시,금천구,40,11101,37.45228958,126.913703,작은도서관,102.94,"37.45228958, 126.913703"
374,길빛 작은도서관,서울특별시,금천구,20,3000,37.44883366,126.90482990000001,작은도서관,99.17,"37.44883366, 126.90482990000001"
375,샘솟는 작은도서관,서울특별시,금천구,35,1700,37.46523095,126.9034346,작은도서관,79.4,"37.46523095, 126.9034346"
376,와서 작은도서관,서울특별시,금천구,30,2039,37.483792,126.88365300000001,작은도서관,198.96,"37.483792, 126.88365300000001"
377,금천구립시흥도서관,서울특별시,금천구,364,75262,37.449695,126.91461129999999,공공도서관,2190.0,"37.449695, 126.91461129999999"
378,금천구립금나래도서관,서울특별시,금천구,321,74102,37.45706511,126.8960352,공공도서관,918.19,"37.45706511, 126.8960352"
379,금천구립가산도서관,서울특별시,금천구,350,83001,37.47349244,126.892128,공공도서관,2215.0,"37.47349244, 126.892128"
380,구의2동새마을작은도서관,서울특별시,광진구,16,5980,37.547242052,127.0899222098,작은도서관,75.43,"37.547242052, 127.0899222098"
381,구의제3동도서관,서울특별시,광진구,64,23558,37.537992607,127.0919839534,공공도서관,305.0,"37.537992607, 127.0919839534"
382,중곡1동새마을작은도서관,서울특별시,광진구,12,10619,37.5606668136,127.0800508301,작은도서관,56.57,"37.5606668136, 127.0800508301"
383,중곡2동새마을작은도서관,서울특별시,광진구,10,5687,37.5601504684,127.08147635120001,작은도서관,47.14,"37.5601504684, 127.08147635120001"
384,중곡3동새마을작은도서관,서울특별시,광진구,30,4335,37.568808155300005,127.08013651379999,작은도서관,141.43,"37.568808155300005, 127.08013651379999"
385,중곡4동새마을작은도서관,서울특별시,광진구,25,5280,37.5590995526,127.0894339436,작은도서관,117.86,"37.5590995526, 127.0894339436"
386,능동새마을작은도서관,서울특별시,광진구,10,7368,37.5537612317,127.0805504482,작은도서관,47.14,"37.5537612317, 127.0805504482"
387,구의1동새마을작은도서관,서울특별시,광진구,8,5738,37.5424915454,127.08566644950001,작은도서관,37.71,"37.5424915454, 127.08566644950001"
388,열린도서관,서울특별시,강남구,80,29362,37.484020869,127.08445994,공공도서관,450.0,"37.484020869, 127.08445994"
389,삼성도서관,서울특별시,강남구,64,22528,37.514355126,127.06260935,작은도서관,96.0,"37.514355126, 127.06260935"
390,못골도서관,서울특별시,강남구,196,40052,37.47153801,127.09658259,공공도서관,1056.0,"37.47153801, 127.09658259"
391,못골한옥어린이도서관,서울특별시,강남구,68,17790,37.473304981,127.09972763,어린이도서관,372.0,"37.473304981, 127.09972763"
392,고맙습니다 작은도서관,서울특별시,양천구,50,10107,37.5151474248,126.854773,작은도서관,178.0,"37.5151474248, 126.854773"
393,넓은들작은도서관,서울특별시,양천구,20,10165,37.5114326403,126.841571,작은도서관,183.0,"37.5114326403, 126.841571"
394,목1동도서방 (목1동주민센터 2층),서울특별시,양천구,12,6005,37.530392,126.87111999999999,작은도서관,63.0,"37.530392, 126.87111999999999"
395,신월6동도서방 (신월6동주민센터 2층),서울특별시,양천구,36,11101,37.514545762800005,126.8409606665,작은도서관,112.0,"37.514545762800005, 126.8409606665"
396,신월7동도서방 (신월7동주민센터 2층),서울특별시,양천구,10,5824,37.5218821521,126.834709782,작은도서관,34.5,"37.5218821521, 126.834709782"
397,신정6동도서방 (신정6동주민센터 2층),서울특별시,양천구,12,13484,37.517081,126.86438829209999,작은도서관,148.7,"37.517081, 126.86438829209999"
398,신정7동도서방 (신정7동주민센터 2층),서울특별시,양천구,10,10207,37.514474,126.8596695756,작은도서관,40.0,"37.514474, 126.8596695756"
399,세곡도서관,서울특별시,강남구,26,26775,37.469049536,127.10691151,작은도서관,121.0,"37.469049536, 127.10691151"
400,대치1작은도서관,서울특별시,강남구,26,20291,37.493245715,127.05677492,작은도서관,73.0,"37.493245715, 127.05677492"
401,역삼2동작은도서관,서울특별시,강남구,18,12136,37.495891968,127.04647729,작은도서관,121.92,"37.495891968, 127.04647729"
402,신사동작은도서관,서울특별시,강남구,6,6609,37.523974213,127.02279711,작은도서관,33.0,"37.523974213, 127.02279711"
403,압구정동작은도서관,서울특별시,강남구,9,8093,37.526785009,127.02445419,작은도서관,33.0,"37.526785009, 127.02445419"
404,도곡2동 작은도서관,서울특별시,강남구,25,6151,37.4837230766,127.04641546,작은도서관,34.0,"37.4837230766, 127.04641546"
405,개포4동작은도서관,서울특별시,강남구,8,8488,37.478821120999996,127.05165832,작은도서관,33.0,"37.478821120999996, 127.05165832"
406,일원본동 작은도서관,서울특별시,강남구,6,9290,37.483377889,127.08648081,작은도서관,33.0,"37.483377889, 127.08648081"
407,수서동 작은도서관,서울특별시,강남구,6,6479,37.488902286999995,127.10499042,작은도서관,33.0,"37.488902286999995, 127.10499042"
408,일원1동 작은도서관,서울특별시,강남구,12,2318,37.491853426999995,127.08802844,작은도서관,33.0,"37.491853426999995, 127.08802844"
409,도곡정보문화도서관,서울특별시,강남구,600,101295,37.488311835,127.03887868,공공도서관,2930.0,"37.488311835, 127.03887868"
410,논현도서관,서울특별시,강남구,190,44920,37.517277909,127.03720420479999,공공도서관,450.0,"37.517277909, 127.03720420479999"
411,정다운도서관,서울특별시,강남구,66,45417,37.519098264,127.0464419,공공도서관,307.0,"37.519098264, 127.0464419"
412,청담도서관,서울특별시,강남구,72,30232,37.525090578000004,127.04929191,공공도서관,348.0,"37.525090578000004, 127.04929191"
413,대치도서관,서울특별시,강남구,143,54800,37.49961649,127.06591734,공공도서관,580.0,"37.49961649, 127.06591734"
414,즐거운도서관,서울특별시,강남구,94,36254,37.499728838,127.05784739,공공도서관,325.0,"37.499728838, 127.05784739"
415,행복한도서관,서울특별시,강남구,142,42986,37.502306044,127.06418712,공공도서관,434.0,"37.502306044, 127.06418712"
416,역삼푸른솔도서관,서울특별시,강남구,134,37263,37.49649864,127.03203001,공공도서관,568.0,"37.49649864, 127.03203001"
417,역삼도서관,서울특별시,강남구,115,33824,37.495373838,127.03328248,공공도서관,396.0,"37.495373838, 127.03328248"
418,논현정보도서관,서울특별시,강남구,22,20457,37.513863518,127.02932278,작은도서관,169.0,"37.513863518, 127.02932278"
419,자양제4동도서관,서울특별시,광진구,98,27504,37.5340958963,127.0662599419,공공도서관,333.0,"37.5340958963, 127.0662599419"
420,곰달래도서관,서울특별시,강서구,417,60677,37.52905871,126.848899,공공도서관,1641.0,"37.52905871, 126.848899"
421,등빛도서관,서울특별시,강서구,386,93818,37.56245560000001,126.84237549999999,공공도서관,2281.0,"37.56245560000001, 126.84237549999999"
422,가양도서관,서울특별시,강서구,411,48726,37.55996148,126.8655601,공공도서관,1535.0,"37.55996148, 126.8655601"
423,도란도란쉼터작은도서관,서울특별시,강서구,60,10959,37.56948645,126.8447061,작은도서관,282.86,"37.56948645, 126.8447061"
424,허준마을작은도서관,서울특별시,강서구,35,8775,37.56739738,126.851271,작은도서관,165.0,"37.56739738, 126.851271"
425,도리샘작은도서관,서울특별시,강서구,20,6809,37.56108734,126.86055990000001,작은도서관,94.29,"37.56108734, 126.86055990000001"
426,책향기작은도서관,서울특별시,강서구,48,10855,37.55311585,126.8331787,작은도서관,226.29,"37.55311585, 126.8331787"
427,송정작은도서관,서울특별시,강서구,30,7143,37.55878245,126.8100731,작은도서관,141.43,"37.55878245, 126.8100731"
428,글벗누리작은도서관,서울특별시,강서구,50,10061,37.57034422,126.81705290000001,작은도서관,235.71,"37.57034422, 126.81705290000001"
429,채움작은도서관,서울특별시,강서구,30,7288,37.56672021,126.8067388,작은도서관,141.43,"37.56672021, 126.8067388"
